Protein.IDs,Protein.names,QGene.names,LFQ.intensity.Human_Macs_D1_M1,LFQ.intensity.Human_Macs_D1_M2,LFQ.intensity.Human_Macs_D2_M1,LFQ.intensity.Human_Macs_D2_M2,LFQ.intensity.Human_Macs_D5_M1,LFQ.intensity.Human_Macs_D5_M2,LFQ.intensity.Human_Macs_D6_M1,LFQ.intensity.Human_Macs_D7_M2
Q16851-2;C9JNZ1;C9JVG3;C9JWG0;C9JUW1;C9JTZ5;F2Z3H1;C9J3M0;F2Z3P4;F8WC70,UTP--glucose-1-phosphate uridylyltransferase,UGP2,25.68498591,NA,25.83110676,NA,NA,NA,25.23542236,25.70956682
Q16854;Q16854-2;Q16854-3;Q16854-5;Q16854-4,"Deoxyguanosine kinase, mitochondrial",DGUOK,NA,NA,26.64072133,25.95013598,26.11834642,26.20999944,27.13819226,25.78366731
Q16864;Q16864-2,V-type proton ATPase subunit F,ATP6V1F,32.14455124,32.26391287,32.12272034,31.88576488,32.32393966,32.18165969,32.34569882,32.0715675
Q66S35;Q16877-2;Q16877-3;Q16877;C9K0D8,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase",PFKFB4,24.80365856,24.47821613,24.45022959,24.91602121,24.54073253,24.79995902,NA,24.38778333
Q16891-2;Q16891;B9A067;Q16891-3;D6RAW4,MICOS complex subunit MIC60,IMMT,32.97350145,33.1461609,33.42229412,33.02048928,33.12201059,33.17131625,33.90607279,32.9122794
Q16891-4,MICOS complex subunit MIC60,IMMT,26.25589315,26.13584625,26.11709818,25.70136675,25.78246798,26.43606185,26.16756362,NA
Q17R31-5;Q17R31-4;Q17R31-2;Q17R31;Q17R31-3,Putative deoxyribonuclease TATDN3,TATDN3,NA,26.47667205,25.38046952,25.29098432,24.58279251,25.74475974,NA,25.78631231
Q17RN3;K7EQL1;Q17RN3-2,Protein FAM98C,FAM98C,NA,NA,NA,NA,NA,23.61986085,NA,NA
Q1KMD3;H3BQZ7,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2;HNRNPUL2-BSCL2,32.97905038,32.77535225,33.29433431,32.96239086,32.72376914,32.65330862,33.41626561,32.76224222
Q1RLN5;Q8IWW6-3;Q8IWW6-2;Q8IWW6-4;Q8IWW6;H0Y5D8,Rho GTPase-activating protein 12,ARHGAP12,NA,26.15959837,24.45913941,NA,25.75737963,26.32445265,25.90423825,25.39610615
Q24JP5-4;Q24JP5;Q24JP5-2;H0YFQ2;Q24JP5-3,Transmembrane protein 132A,TMEM132A,NA,NA,32.54037781,31.84651423,32.93350448,NA,33.12344516,NA
Q27J81-2;Q27J81;A0A0A0MQU1;Q27J81-3,Inverted formin-2,INF2,30.85199587,30.87825557,30.95254851,30.84138667,31.12429289,31.16746313,31.10749231,30.95261793
Q29974,"HLA class II histocompatibility antigen, DRB1-16 beta chain",HLA-DRB1,31.55672945,30.99516588,29.81467003,30.85050632,31.7390845,31.00175661,30.91270769,NA
Q29RF7;Q29RF7-3;H0Y9L9;H0Y9L6;H0Y9X6,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,29.37148254,30.00276275,30.45601234,30.02881064,29.97705523,29.98291348,29.90483543,30.18754131
Q2KHT3-2;Q2KHT3,Protein CLEC16A,CLEC16A,NA,27.83785792,27.45442469,28.17617026,27.62777109,27.32388599,27.34739483,27.96074535
Q2M1Z3;C9J652,Rho GTPase-activating protein 31,ARHGAP31,28.83318973,28.87261618,28.51690672,28.944975,29.28784446,28.90219218,28.73711899,29.27337646
Q2M2I8-2;Q2M2I8;E9PG46;A0A096LP60,AP2-associated protein kinase 1,AAK1,30.2973442,30.27008212,30.29109852,29.89655915,30.37554811,30.06855968,29.65475166,30.17271755
Q2M385,Macrophage-expressed gene 1 protein,MPEG1,23.95783748,28.00329907,NA,27.05961446,23.49692203,29.66270089,NA,28.0207277
Q2NL82;I3L1Q5;I3L4E8,Pre-rRNA-processing protein TSR1 homolog,TSR1,27.08800564,26.49548934,27.5673955,27.61568598,27.022422,27.21817253,26.95726184,27.34418075
Q2T9J0;Q2T9J0-2,"Peroxisomal leader peptide-processing protease;Peroxisomal leader peptide-processing protease, 15 kDa form;Peroxisomal leader peptide-processing protease, 45 kDa form",TYSND1,NA,25.35306119,25.37941221,25.62664371,25.16238641,25.26935101,26.31080829,25.29817055
Q2TAA5;A0A3B3ISU2;A0A3B3IS90;A0A3B3ISP7,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",ALG11,26.738537,27.24744269,27.07714414,27.51780789,27.60279116,27.51088451,28.8827367,26.72689396
Q2TAL8,Glutamine-rich protein 1,QRICH1,25.9131016,26.44953709,26.05163015,26.36238907,25.47975856,26.46558347,25.16840556,26.90678603
Q2TAM5,,RELA,30.5566381,29.74279875,30.2054807,29.63612934,30.2915377,29.51653107,29.86125602,29.60362258
Q2TAY7;Q2TAY7-2,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,29.99361471,29.75965744,30.26930196,29.91783728,29.93649125,29.77688611,30.25304575,29.79173993
Q2TAZ0-3;Q2TAZ0;H7C3T2,Autophagy-related protein 2 homolog A,ATG2A,NA,23.72129782,NA,NA,NA,23.86107554,NA,24.26205526
Q2V6Q1;Q9NPF8-2;Q9NPF8;J3QRD3;J3QLP8;J3KST1;K7ENT1;J3KT70;J3QRA6,Arf-GAP with dual PH domain-containing protein 2,CENTA2;ADAP2,NA,28.56888175,27.03286146,27.78550186,26.01688699,28.79937239,NA,27.64602017
Q2VPB7,AP-5 complex subunit beta-1,AP5B1,28.35938423,28.0280729,27.02316263,28.41562612,28.10714307,28.09948843,28.45986639,28.28440653
Q30134,"HLA class II histocompatibility antigen, DRB1-8 beta chain",HLA-DRB1,33.85164224,32.23209273,29.02799384,30.94621677,32.9349635,32.66405401,34.86668757,31.45056589
Q30154,"HLA class II histocompatibility antigen, DR beta 5 chain",HLA-DRB5,NA,NA,30.13516128,31.3089418,NA,NA,NA,NA
Q32MZ4-2;Q32MZ4;C9JTC6,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,22.71072321,23.79956384,22.47872223,23.2570989,23.00792243,23.32937153,22.87710136,23.25753057
Q32MZ4-3,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,33.08618102,33.15688146,32.64978034,33.05417011,33.03488917,32.91774838,32.52047056,33.26570216
Q32MZ4-4,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,NA,NA,NA,25.16645305,NA,NA,NA,NA
Q32NB8;K7ELT9;K7EL44;Q32NB8-3;Q32NB8-2;K7EJP6,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",PGS1,NA,22.23622563,NA,NA,22.6763755,NA,23.26112276,22.84747184
Q32P28-4;Q32P28;Q32P28-3;H7C2W6;Q32P28-2;E2QRI1,Prolyl 3-hydroxylase 1,LEPRE1,28.84269087,29.07119666,28.59448612,29.04095525,28.87252811,29.18645546,29.30576039,28.94086535
Q32P41,tRNA (guanine(37)-N1)-methyltransferase,TRMT5,24.62839703,25.0663645,24.16622316,24.64229236,NA,25.0123115,24.2037411,24.94091574
Q3B726,DNA-directed RNA polymerase I subunit RPA43,TWISTNB,NA,24.29459944,NA,24.8435477,NA,24.32834458,NA,NA
Q3KQU3;Q3KQU3-2;Q3KQU3-4;Q3KQU3-3;C9JIR3;H0YF21;E9PLH3,MAP7 domain-containing protein 1,MAP7D1,29.14542615,29.73966397,29.15800485,29.92521463,29.73453722,30.03760799,29.41987067,30.306608
Q3KQV9;Q3KQV9-2;A0A087X226,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,UAP1L1,31.61749996,32.88106703,30.73666752,32.34707269,31.49433569,32.95551347,30.98304943,32.49900183
Q3KQZ1-2;Q3KQZ1;Q3KQZ1-3;Q3KQZ1-4,Solute carrier family 25 member 35,SLC25A35,25.64083163,25.45378129,26.39695539,25.91257636,26.25956125,25.80035409,27.82735589,NA
Q3KRA9;Q3KRA9-2,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6,ALKBH6,NA,NA,NA,NA,NA,NA,NA,24.12628603
Q3LXA3;H0YCY6;Q3LXA3-2;I3L252;E9PJG8;E9PQR1,Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing),DAK;TKFC,30.17402817,30.2178953,29.96622999,30.08651323,29.77275549,29.99859951,29.00029311,30.06586653
Q3MHD2-2;Q3MHD2;K7ELG9,Protein LSM12 homolog,LSM12,26.90322707,26.75671817,25.94353376,26.81090675,27.17178748,26.95127048,27.15499112,27.33977091
Q3MIX3,Uncharacterized aarF domain-containing protein kinase 5,ADCK5,NA,NA,23.88157032,NA,NA,NA,NA,NA
Q3SXM5;Q3SXM5-2;H3BQI7;H3BT52,Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,28.29491489,28.33231995,28.53159296,28.25065356,28.26990384,28.39108216,29.11262141,28.40624796
Q3T906;Q3T906-2;H0YIE6;H0YIU2;H0YIK3,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta;N-acetylglucosamine-1-phosphotransferase subunit alpha;N-acetylglucosamine-1-phosphotransferase subunit beta,GNPTAB,28.00072292,28.07024995,28.10689356,27.93398981,28.41824272,28.23324766,29.07553844,27.95265959
Q3YBM2-2;Q3YBM2,Transmembrane protein 176B,TMEM176B,NA,24.07373691,NA,NA,NA,24.79024587,NA,25.37686489
Q3YEC7;H0Y4Z8;Q3YEC7-2;F2Z2T0;Q3YEC7-4;Q3YEC7-6;Q3YEC7-3;Q3YEC7-5;G3V154;H0Y7H6,Rab-like protein 6,RABL6,28.91082226,29.32663137,28.62721447,28.95274289,29.03731997,29.22372913,28.62446299,29.16679301
Q3ZAQ7,Vacuolar ATPase assembly integral membrane protein VMA21,VMA21,27.39198351,27.14656759,23.55250681,26.82104211,27.12010796,27.21835733,26.9659824,NA
Q3ZCM7;A0A075B736;Q5SQY0,Tubulin beta-8 chain,TUBB8,32.54056257,31.86908952,32.85819814,32.36825409,32.24121544,32.11876597,32.0101197,32.16964484
Q3ZCQ8;Q3ZCQ8-2;M0R003;Q3ZCQ8-3;M0R1Y4;M0R2F8;M0R0C3;M0R047;M0QXC3;M0R2Z3;M0R303;M0R2D2;M0R2Q2,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50,29.04580544,29.11961337,30.08853646,29.53346932,29.83326514,29.60068394,30.73060729,29.50305578
Q460N5-1;Q460N5;Q460N5-4;Q460N5-3;H7C5R8;Q460N5-5;H7C4Y3;A0A3B3ITD5,Poly [ADP-ribose] polymerase 14,PARP14,31.34725753,30.97076181,31.47377824,31.17462351,31.57167791,30.48490987,31.19131183,30.54839306
Q496F6;C9JDD2,CMRF35-like molecule 2,CD300E,26.14916767,28.14617911,26.27294951,27.46372965,26.71607255,27.0857791,27.10209457,26.09204511
Q49A26;Q49A26-5;Q49A26-2;Q49A26-3;K7EMM8;Q49A26-4;K7EQB2;K7EPU6;K7ELL0;K7EK70,Putative oxidoreductase GLYR1,GLYR1,28.7543943,28.87958531,29.32686706,28.93668781,28.86976613,28.85999812,29.50724017,29.14063196
Q49AR2;Q49AR2-3;Q49AR2-2,UPF0489 protein C5orf22,C5orf22,23.91351253,NA,24.21423077,24.61655557,24.45945213,24.52073281,NA,NA
Q4G0F5;H0YCI7,Vacuolar protein sorting-associated protein 26B,VPS26B,28.51994591,29.29063725,29.25992935,29.15800485,29.03349173,29.401719,28.59970897,29.44104669
Q4G0J3;Q4G0J3-3;D6RFF0;H0YA82;Q4G0J3-2;D6R9Z6;D6RBH8;D6RF22;D6RF49;D6RAF3,La-related protein 7,LARP7,26.78693542,27.34958981,26.90850495,27.05362002,26.87067758,27.26382895,26.92965122,26.97738283
Q4G0N4;Q4G0N4-3;Q4G0N4-2;B7Z8V7;A0A0C4DGV3;H0Y9H7;D6RHI4,"NAD kinase 2, mitochondrial",NADK2,27.07724602,27.44884426,28.52469821,27.28303789,27.65389797,27.65860408,27.90035054,27.17512341
Q4G148-2;Q4G148,Glucoside xylosyltransferase 1,GXYLT1,26.06948189,26.14887685,26.32440115,26.10081214,26.70688254,26.03944471,26.96333868,25.97506619
Q4G176;A0A3B3ISK9;F5H5A1;F5H755;F5H362;F5H2G6;H0YGC7;F5GX20;F5H3B2;H0YH37;H0YGJ0,"Acyl-CoA synthetase family member 3, mitochondrial",ACSF3,29.22216346,29.8161207,29.80833106,29.94251621,29.11745989,29.52234273,30.07864627,29.28261821
Q4J6C6-4;Q4J6C6-3;Q4J6C6;Q4J6C6-2,Prolyl endopeptidase-like,PREPL,NA,25.46401022,NA,25.65826357,24.9314784,25.2859502,NA,NA
Q4KMP7;H3BSE1;Q4KMP7-2,TBC1 domain family member 10B,TBC1D10B,27.61428231,27.92654421,27.77442173,27.88232857,27.8368954,27.9587558,27.45269785,27.9542138
Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2;Q4KMQ2-4,Anoctamin-6,ANO6,29.45863499,30.08613355,29.5811481,30.25900894,29.5427594,30.35762361,29.85468803,30.24195414
X6RCR8;Q4LE39-3;Q4LE39-2;Q4LE39,AT-rich interactive domain-containing protein 4B,ARID4B,24.75740507,23.98041505,24.62772935,24.41209222,24.4684918,24.14592655,24.86938374,24.25421783
Q4U2R6;M0R176;A0A087WU28;A0A0B4J2C1,"39S ribosomal protein L51, mitochondrial",MRPL51,NA,NA,NA,NA,NA,NA,26.60470094,NA
Q4V328;A0A075B793;Q4V328-4;A0A087WT45;Q4V328-2;Q4V328-3;A0A087WXA6;A0A087WZF5;A0A087WW92;A0A087WV84;A0A087WWF2,GRIP1-associated protein 1,GRIPAP1,30.96023441,30.45718725,30.94614703,30.29219622,31.03341296,30.24965941,30.74502913,30.55022937
Q504Q3-2;Q504Q3-3;Q504Q3,PAB-dependent poly(A)-specific ribonuclease subunit PAN2,PAN2,24.05944943,24.82769508,23.59525475,23.75409479,23.04179816,23.63732535,23.31423582,23.8508133
Q52LJ0;Q52LJ0-1;H0YNA1,Protein FAM98B,FAM98B,28.96273215,28.92235329,29.09126334,29.07711866,28.80372014,28.61526502,28.40855773,28.89870835
Q53EL6;Q53EL6-2;Q5VZS7,Programmed cell death protein 4,PDCD4,23.52969553,28.0285999,28.24449689,27.97333722,25.6921089,27.69909096,26.33667599,27.85940578
Q53EP0;Q53EP0-2;C9JKH7,Fibronectin type III domain-containing protein 3B,FNDC3B,29.10666896,28.85320127,29.74816828,29.46179931,29.40928637,28.93761408,29.9510203,28.93612614
Q53ET0;H0YDQ8;Q5T4K5,CREB-regulated transcription coactivator 2,CRTC2,25.73794419,25.70411409,NA,26.050987,26.09874583,25.70485286,NA,25.97419102
Q53EU6,Glycerol-3-phosphate acyltransferase 3,AGPAT9,28.71072978,25.87373115,28.49174853,28.196105,30.19495515,27.01286558,30.15725803,27.07643071
Q53F19;Q53F19-2;K7ELP6,Uncharacterized protein C17orf85,C17orf85,26.86242416,25.94091574,26.18933354,25.71316434,25.99001495,24.82031182,26.45827906,25.07700148
Q53FA7;Q53FA7-2;H7BZH6,Quinone oxidoreductase PIG3,TP53I3,29.84804521,29.63932456,30.13283485,29.53991581,29.82947451,29.55429764,28.7740132,29.51041296
Q53FT3;A0A087WYW7;E9PPG8;E9PJB2,Protein Hikeshi,C11orf73,26.41412648,26.57004793,25.84102968,26.63159207,25.51647096,26.30187237,24.89970541,26.9509369
Q53FV1;F8VXD5;F8VWV8,ORM1-like protein 2,ORMDL2,27.07469664,26.56959895,27.2590763,26.81677684,27.11008404,27.29026372,28.6142472,26.80968081
Q53G44;Q53G44-2;H7C1K6;C9JPJ0,Interferon-induced protein 44-like,IFI44L,24.54786745,NA,29.12689156,26.35247198,29.70981001,25.51077889,NA,NA
Q53GL0;Q53GL0-2;Q5T4P9,Pleckstrin homology domain-containing family O member 1,PLEKHO1,27.49289471,26.01047723,28.07887527,27.0658922,27.37442915,26.22359565,28.06306545,27.10938672
Q53GQ0;A0A1B0GV93;A0A1B0GVY6;E9PI21;Q53GQ0-2;A0A1B0GW85;A0A1B0GU83,Very-long-chain 3-oxoacyl-CoA reductase,HSD17B12,31.70086923,31.49980973,32.78398104,32.08382172,32.42216878,31.62073667,33.44332122,31.14065634
Q53GS7-2;Q53GS7,Nucleoporin GLE1,GLE1,NA,24.49856633,25.30740735,25.08966319,24.74760501,26.09474524,25.222251,26.23637163
Q53GS9;B9A018;A0A087X1B2;Q53GS9-3;Q53GS9-2;F8WC91;C9JIU2;A0A087WW31,U4/U6.U5 tri-snRNP-associated protein 2,USP39,27.72916525,28.77187443,29.04593559,29.04090301,28.82896028,29.03930874,29.18484879,28.69268759
Q53GT1-3;Q53GT1;C9J191;C9JHG1,Kelch-like protein 22,KLHL22,NA,NA,NA,24.64273305,NA,NA,NA,25.18925812
Q53H12;E9PC15;A0A3B3ITD0;A0A3B3ISY9;A0A3B3ISZ0;E9PG39;A0A0G2JLG5;A0A3B3ITX7;A0A3B3ITV0;A0A3B3IUC9;A0A3B3IS09;A0A0G2JLD0;A0A3B3IRM6;Q53H12-2,"Acylglycerol kinase, mitochondrial",AGK,30.50578364,29.84532566,30.8466263,30.16937604,30.45630616,30.01318515,31.32479812,29.73740916
Q53H82,Beta-lactamase-like protein 2,LACTB2,30.34572525,30.70520233,30.21743312,30.2469446,30.21465692,30.65206936,30.093834,30.80493578
Q53HC5,Kelch-like protein 26,KLHL26,29.44314335,NA,26.68618888,NA,NA,NA,26.96245637,NA
Q53LP3,Ankyrin repeat domain-containing protein SOWAHC,SOWAHC,26.6945817,25.83511304,27.14540185,NA,26.73776372,25.76238163,26.24793157,NA
Q53QZ3;H7BZM0;B8ZZK0,Rho GTPase-activating protein 15,ARHGAP15,27.0658922,27.51269381,27.88465917,27.77435888,27.53058875,27.48308459,26.81017131,27.38919569
Q53R41;Q53R41-2,FAST kinase domain-containing protein 1,FASTKD1,NA,24.63566587,NA,25.25230595,24.88338946,25.10892831,25.3348022,NA
Q53S33,BolA-like protein 3,BOLA3,NA,NA,26.55553783,25.37055997,26.12951257,25.98672083,26.79029559,25.597274
Q53T59;B5MC96;F6TR53;A0A494C0K6;H7C0Y9;F8WDN8;H7BZZ1;A0A0D9SFN1,HCLS1-binding protein 3,HS1BP3,29.47303307,29.99617662,29.36285722,29.66566847,29.46051098,30.02154863,28.79184858,29.51703818
Q53TN4-3;Q53TN4,Cytochrome b reductase 1,CYBRD1,25.40249583,26.26606534,25.77489924,26.94547741,25.3033365,26.23383278,26.51111079,26.23522148
Q562R1,Beta-actin-like protein 2,ACTBL2,NA,NA,NA,NA,NA,NA,29.61305297,26.67384432
Q587I9,Vesicle transport protein SFT2C,SFT2D3,25.95816947,25.59804114,26.04132611,25.76433203,25.20448756,25.07492117,26.02776716,24.51815319
Q58FF6,Putative heat shock protein HSP 90-beta 4,HSP90AB4P,29.03128457,29.41060102,28.36310796,28.58290734,29.40090513,29.8273256,29.45320827,30.46898113
Q58FF8,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,30.95650044,30.74855219,31.32742398,30.61999374,30.58629409,30.67075848,29.86438862,30.99631133
Q58FG1,Putative heat shock protein HSP 90-alpha A4,HSP90AA4P,NA,26.63878964,26.41184985,27.79612618,26.03397475,26.64044553,26.51049219,26.80919014
Q5BJH2,Transmembrane protein 128,TMEM128,NA,NA,24.72463209,NA,NA,25.26738765,25.60365441,NA
Q5BJH7-3;Q5BJH7;Q5BJH7-4;Q5BJH7-5;Q5BJH7-6;K7ERQ0;K7ERY2,Protein YIF1B,YIF1B,27.36101716,27.06989157,27.46777692,27.28330289,27.61125978,27.84050154,28.38533305,27.03170524
Q5BJH7-2;K7EJQ6;K7EPQ7,Protein YIF1B,YIF1B,24.30166309,24.81841132,NA,24.29691117,NA,24.74483671,24.74488802,24.33449535
Q5BKU9;I3L208;REV__H3BQQ2,Oxidoreductase-like domain-containing protein 1,OXLD1,NA,NA,23.35541562,NA,NA,NA,NA,NA
Q5BKZ1;A0A0A0MRN4;Q5BKZ1-3;Q5BKZ1-2;E2QRN4,DBIRD complex subunit ZNF326,ZNF326,28.56598033,28.00292366,29.15990628,28.15088232,28.05450007,28.1637976,28.82155918,28.42698393
Q5C9Z4,Nucleolar MIF4G domain-containing protein 1,NOM1,NA,26.32971369,26.17900244,26.91854828,26.38028785,26.91513227,26.53934272,26.4665017
Q5D1E8;R4GN17;A0A1W2PQC8;E9PP00;Q5HYM0-2;Q5HYM0;Q9C0D7;Q9C0D7-2,Ribonuclease ZC3H12A,ZC3H12A,25.58978005,NA,26.28404463,24.34367261,25.75854916,NA,25.06196409,NA
Q5EBM0;Q5EBM0-4;Q5EBM0-3;Q5EBM0-2,"UMP-CMP kinase 2, mitochondrial",CMPK2,33.33364797,28.60689054,32.4301685,30.06188171,31.93964698,28.59875109,31.89695606,28.86747025
Q5EG05-2;Q5EG05,Caspase recruitment domain-containing protein 16,CARD16,29.89434892,27.66803815,27.35464245,27.22875999,NA,NA,NA,NA
Q5EP54;A0A182DWG2;A0A140T9A5;A0A140T966;A0A182DWF5;A0A140T9Q1;A0A140T928;A0A182DWF4;A0A0G2JJV3,,HLA-DPB1,32.38082041,31.62265776,30.96051061,32.55739155,31.94020728,31.98124698,32.94445495,31.95220133
Q5F1R6;Q5F1R6-3;Q5F1R6-2;A0A2R8Y4N5;A0A2R8Y534;A0A2R8Y4Q0,DnaJ homolog subfamily C member 21,DNAJC21,25.24070837,25.26456287,24.25652315,25.59055119,24.25990241,24.26456287,24.74010808,26.10113285
Q5GLZ8-2;Q5GLZ8;Q5GLZ8-6;Q5GLZ8-3;H0Y6K7;D6RCL5;Q5GLZ8-4;Q5GLZ8-5,Probable E3 ubiquitin-protein ligase HERC4,HERC4,29.44766253,29.90770304,29.86581967,29.79844565,29.76415799,29.74906392,28.94898945,29.52099501
Q5H8X8;O95399;O95399-2,Urotensin-2,UTS2,31.58176767,31.45615925,31.52570653,31.60178221,31.16536797,31.30905026,32.11929179,31.75015075
Q5H909;Q9UNF1-2;Q9UNF1;Q5H907;A0A087X070;G5E9N2;Q12816-5;Q12816-2;Q12816-3;Q12816-4;Q12816;Q9Y5V3;Q9Y5V3-2,Melanoma-associated antigen D2,MAGED2,27.97765577,27.44007645,27.19206476,27.25475847,27.83797819,27.40705883,27.63484926,27.82165041
Q969E4;Q5H9L2;Q6IPX3-2;Q6IPX3,Transcription elongation factor A protein-like 3;Transcription elongation factor A protein-like 5;Transcription elongation factor A protein-like 6,TCEAL3;TCEAL5;TCEAL6,26.51672642,27.20312497,26.6073845,26.61876926,26.69776617,26.94726238,NA,26.87126531
Q5H9U9;Q5H9U9-2;H0Y8H0;H0Y939;D6RIU1;D6RB62;D6RBA2,Probable ATP-dependent RNA helicase DDX60-like,DDX60L,26.74727207,23.44265704,25.16541829,22.82102264,24.71025026,NA,28.52245498,NA
Q5HYI8;F8WF50;F8WDC7;C9JXM3;H7C533;F8WAX9,Rab-like protein 3,RABL3,25.75422225,25.54883766,25.21400837,25.13147644,25.48166888,25.86055469,25.83605267,25.10441607
Q5HYK3;F8VVX6;F8VP53;B4DP72;F8VVW7;F8VVD5;Q5HYK3-2,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",COQ5,28.03564309,28.62236976,28.88657907,28.73644173,29.20370843,28.77385605,29.76633982,28.33530496
Q5JPI3;Q5JPI3-2;E9PFZ1,Uncharacterized protein C3orf38,C3orf38,25.40736684,25.76210279,NA,25.84981167,25.43806261,25.52841429,25.73086314,26.30697297
Q5JRA6;Q5JRA6-2;Q5JRA6-4;A0A0A0MRH6;Q5JRA6-3,Melanoma inhibitory activity protein 3,MIA3,29.73067207,29.85031257,30.16098826,29.83148433,29.95462982,30.21720197,30.59868011,29.86935432
Q5JRX3;Q5JRX3-2;Q5JRX3-3;A0A0A0MRX9;H0Y4F7;H0Y7L7;B1APQ0;B1APQ1,"Presequence protease, mitochondrial",PITRM1,30.93614018,31.80973446,31.67341472,31.91506101,31.26930196,31.53926876,32.19554192,31.74795228
Q5JS37;Q5JS37-2;C9J973,NHL repeat-containing protein 3,NHLRC3,29.49188229,29.29250342,28.71217395,29.33643338,29.15105174,29.21484217,30.25338395,28.73676427
Q5JS54;Q5JS54-2;D6RB92;Q5JS54-3;D6REN3;E2QRC7;F2Z3E0,Proteasome assembly chaperone 4,PSMG4,26.52131708,25.28985933,26.04893116,25.39669414,25.37175671,26.01875557,25.79362315,25.36466155
Q5JSH3;Q5JSH3-2;H7BY83;Q5JSH3-4;Q5JSH3-3,WD repeat-containing protein 44,WDR44,29.37162794,29.79906354,29.54178139,29.89432001,29.36078698,29.83987111,29.21004126,29.54310984
Q5JSP0;Q5JSP0-3;Q5JSP0-2,"FYVE, RhoGEF and PH domain-containing protein 3",FGD3,28.78341129,29.44511853,28.81047779,28.70918554,28.74880808,29.52181876,28.56241812,29.55937601
Q5JSZ5-5;Q5JSZ5;H0Y412;A0A494C065;A0A494C0D3,Protein PRRC2B,PRRC2B,24.43013858,NA,NA,NA,NA,NA,NA,21.77140726
Q5JTD0-2;Q5JTD0;Q5JTD0-4;E2QRK7;A0A075B6G8;Q5JTD0-3;H0Y4D6,Tight junction-associated protein 1,TJAP1,25.54686715,24.82250159,25.78825553,25.75036801,25.70746193,24.90320408,25.09269037,NA
Q5JTH9;Q5JTH9-2;Q5JTH9-3;A0A087X1U8;H7C1M8;A0A087X0G0;A0A087WYW2,RRP12-like protein,RRP12,28.56804819,28.93876407,29.38179007,29.62170626,29.68137097,29.09514278,30.24456494,28.96694504
X6R5Z6;Q5JTJ3-3;Q5JTJ3;Q5JTJ3-2,Cytochrome c oxidase assembly factor 6 homolog,COA6,28.72738096,28.82216726,29.2659089,28.73476331,28.50153807,28.39034427,28.9444724,28.27110685
Q5JTV8;A0A0A0MSK5;H0Y4R4;H0YD16;H0YDU3,Torsin-1A-interacting protein 1,TOR1AIP1,30.91790839,31.00309797,31.9540751,31.55672945,31.67345684,31.33063282,32.69507144,30.94747141
Q5JTV8-3;J3KN66;Q5JTV8-2,Torsin-1A-interacting protein 1,TOR1AIP1,26.92104822,26.51130688,NA,NA,NA,NA,29.09428717,NA
Q5JTZ9,"Alanine--tRNA ligase, mitochondrial",AARS2,28.09406061,28.10494589,28.50301785,28.20513108,28.63006489,28.15315569,29.27983198,27.98771853
Q5JU69;Q8N2E6;Q5JU69-2,Torsin-2A;Prosalusin;Salusin-alpha;Salusin-beta,TOR2A,26.76989009,25.92626142,27.17617026,26.685788,26.79946503,25.90341098,27.15508766,25.61138643
Q5JVF3-3;Q5JVF3-2;Q5JVF3;Q5JVF3-4,PCI domain-containing protein 2,PCID2,25.11239273,27.01998582,26.138661,26.61147086,25.98517955,27.19741799,26.64127276,26.90575369
Q5JVZ5;Q96JJ3;Q96JJ3-3;H0YCM7;Q5JVZ8;Q5JVZ4;Q5JW01,Engulfment and cell motility protein 2,ELMO2,31.17170398,31.14940513,30.99671539,30.87056001,30.86828011,31.0105866,30.8937416,31.05975627
Q5JW57;Q5JW53;Q5JW54;Q9H410-3;Q9H410-2;Q9H410-4;Q9H410,Kinetochore-associated protein DSN1 homolog,DSN1,NA,NA,NA,NA,NA,23.45035547,NA,NA
Q5JWT2;Q9ULK4-4;Q9ULK4-5;Q9ULK4-3;Q9ULK4;Q9ULK4-2;Q9ULK4-6,Mediator of RNA polymerase II transcription subunit 23,MED23,NA,24.41454589,23.93409108,24.11569014,23.80597211,NA,25.19069038,24.58267768
