Table S4: Log2 LFQ data of proteomes of resting and activated CD8+ T cells. Related to Figure 5A.,,,,,,,,,,,,,,,,,,,,,
Protein.IDs,Protein.names,Gene.names,LFQ.intensity.CD8TCellnaive_01,LFQ.intensity.CD8TCellnaive_03,LFQ.intensity.CD8TCellnaive_04,LFQ.intensity.CD8TCellnaive_05,LFQ.intensity.Naive_T013_CD8_12h,LFQ.intensity.Naive_T016_CD8_12h,LFQ.intensity.Naive_T017_CD8_12h,LFQ.intensity.Naive_T013_CD8_24h,LFQ.intensity.Naive_T014_CD8_24h,LFQ.intensity.Naive_T015_CD8_24h,LFQ.intensity.Naive_T009_CD8_48h,LFQ.intensity.Naive_T013_CD8_48h,LFQ.intensity.Naive_T016_CD8_48h,LFQ.intensity.Naive_T015_CD8_72h,LFQ.intensity.Naive_T016_CD8_72h,LFQ.intensity.Naive_T017_CD8_72h,LFQ.intensity.Naive_T008_CD8_96h,LFQ.intensity.Naive_T016_CD8_96h,LFQ.intensity.Naive_T017_CD8_96h
Q13045;J3QLG3;J3QQQ2;J3QQU5;J3QLR6;K7EQZ7;K7EP37;K7EP27;J3KS39;J3KT47,Protein flightless-1 homolog,FLII,30.15858276,29.88417879,29.77779546,30.28780043,30.33947361,30.37181486,30.27097323,30.55773389,30.41558583,30.56229073,29.20866995,30.2807392,30.22882878,28.65372717,30.58333784,28.13016094,29.56568986,30.47382662,29.4653655
Q13045-2,Protein flightless-1 homolog,FLII,24.09313383,NA,NA,25.35221939,24.25580313,25.28379743,23.75613278,24.29438909,25.52924871,24.95770466,NA,24.627785,24.44411152,23.21624556,24.14219121,NA,23.94207989,24.11473745,23.45776261
Q13049;Q5JVY0,E3 ubiquitin-protein ligase TRIM32,TRIM32,23.89254356,23.82803419,23.59855234,24.56975828,23.82677423,23.84947764,23.91725115,23.97570036,23.89550502,24.09748051,23.81401599,24.59713189,24.15274965,24.53528392,24.08334622,24.953448,24.13382955,24.95947457,24.37092575
Q13057;Q13057-2;K7EN91;K7ES73;K7EP09;K7ESK6;K7EPT0;K7EQ60;K7EPC2,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,COASY,28.4854666,28.00801009,27.84541539,28.48273848,28.48550499,28.49628969,28.39929638,28.41510223,28.40401572,28.27905707,27.60731394,28.47119269,28.2910546,27.68157204,27.90936365,27.98652555,27.30721624,27.99846501,28.10379604
Q13077;Q13077-2,TNF receptor-associated factor 1,TRAF1,26.00817042,25.6921089,23.96155144,25.79704204,29.12447779,28.79405096,29.17502821,29.94949048,29.54130137,29.97473259,29.4929329,30.26762875,29.18357163,29.31447354,28.54189214,28.86835371,28.97210488,27.56405492,27.80519724
Q13084;Q4TT38;A2IDC6;Q4TT37;A2IDC7,"39S ribosomal protein L28, mitochondrial",MRPL28,27.28718395,27.36603,27.2337048,26.46692172,26.97650906,26.83737674,26.52835467,27.29438909,27.274621,27.45418933,26.61484394,26.69019155,27.15624559,25.38086581,27.26927966,25.64295334,26.77643123,26.65853599,26.2247735
Q13085;Q13085-4;Q13085-3;Q13085-2;Q59FY4;K4DID9;K7EK64;K7EII5;F6QQI9;H0YGH5;D3YTK0;K7EJ22;A8MYL5;K7EPF1;E9PEW7,Acetyl-CoA carboxylase 1;Biotin carboxylase,ACACA,22.54297705,23.03878774,23.00857224,25.24970461,25.21741463,24.384164,26.38942548,26.1052557,26.26332752,27.08019768,25.98938705,27.58391165,26.61820916,27.22490226,27.81836256,27.06681612,27.9542138,27.747144,27.75512688
Q13087;Q13087-2,Protein disulfide-isomerase A2,PDIA2,NA,26.22149523,26.26574351,25.39470054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13094;E7ESF6;E5RKA2,Lymphocyte cytosolic protein 2,LCP2,29.9267704,30.11023342,30.06599489,30.3800979,29.71777284,29.80748683,29.96237362,30.02802019,29.99550288,30.07839178,29.63292702,29.83958583,29.9444724,30.54000822,30.59325761,30.70066256,29.93761408,30.38679303,30.66754761
Q13103;C9J6K0,Secreted phosphoprotein 24,SPP2,NA,NA,NA,NA,24.32532797,24.437396,23.68731075,23.06624952,26.19353183,24.45085885,28.58491526,22.57614016,24.05075872,21.33205185,21.9249531,21.50319684,24.55625438,21.85429924,NA
Q13105;Q13105-2;E7EPQ4;Q13105-3;H0Y6X2,Zinc finger and BTB domain-containing protein 17,ZBTB17,NA,NA,NA,NA,20.43420469,20.70480538,22.20588988,19.41985734,20.17267654,20.48345367,21.71271842,21.67715013,21.00703274,21.39775192,21.26830898,21.87045653,21.50605765,24.17478064,20.35810171
Q13107;Q13107-2;H7C189;Q13107-3;C9JNU9,Ubiquitin carboxyl-terminal hydrolase 4;Ubiquitin carboxyl-terminal hydrolase,USP4,26.58792192,26.85721202,26.83966091,26.80882202,27.11832661,27.28920854,27.05444832,27.33304545,27.18328766,27.61890926,26.63325623,27.02019782,27.35034884,27.07755165,27.51133705,26.99204835,27.09133901,27.413368,27.1017941
Q13111;Q13111-2;Q13111-3;K7EJF1;K7EPA1,Chromatin assembly factor 1 subunit A,CHAF1A,23.63345026,NA,NA,NA,NA,NA,23.66719905,NA,24.9655201,25.20164894,25.10689356,25.60396562,25.26585079,26.78892758,25.72444994,27.08749991,25.46348022,26.33733974,26.25151159
Q13112,Chromatin assembly factor 1 subunit B,CHAF1B,NA,24.27668103,24.78954956,24.12770345,20.98600032,20.87049416,NA,21.46128959,22.30963622,22.00394882,25.24238127,27.15913638,25.39424261,26.42566411,27.35539882,26.21269185,27.81078421,27.52260464,27.86897182
Q13115;Q13115-2;Q05923,Dual specificity protein phosphatase 4,DUSP4,NA,NA,NA,NA,NA,21.22004526,NA,23.03301695,22.68696894,22.38200124,24.64333877,25.65277715,25.49606868,NA,NA,NA,22.16281664,NA,21.23590437
Q13123;E7EQZ7;D6REL4;D6RCQ4;D6RAY9,Protein Red,IK,28.22117252,28.35497866,28.59224196,27.95399187,27.89180224,27.96592737,27.98847719,27.40811228,27.72012378,28.07163143,27.27230885,28.05325749,27.93348338,27.02115146,27.78637463,26.86242416,27.75964157,27.75161985,27.22177177
Q13126;Q13126-4;B4DUC8;Q13126-3;Q13126-2;Q13126-7;J3QSB7;Q13126-6;Q13126-5;F2Z2F3;F8WES2;J3KRN1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,28.93286416,29.22188699,29.42965984,30.17080907,29.69232178,29.77537973,29.61994128,29.58779677,29.62801455,29.83675999,29.89627043,30.00798336,30.09143991,30.65318047,29.84768688,31.00202499,30.09118766,30.05063937,30.47343958
Q13129,Zinc finger protein Rlf,RLF,NA,22.17846305,22.22087188,23.10939071,21.83232913,22.10543156,NA,NA,21.89781444,NA,NA,NA,21.84835092,21.74279296,NA,NA,NA,NA,NA
Q13131;Q13131-2;Q96E92;P54646,5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,27.59669126,27.95748327,28.00152846,27.79532122,27.7012742,27.64718743,27.91729668,27.88930909,28.01185315,27.88425158,26.67047148,27.59782808,27.50952604,25.21337808,27.93977307,24.15298169,25.7571507,28.00501394,24.48492907
Q13136;Q13136-2;E9PJZ7;H0YDW2;H0YEF9;E9PPF6;H0YD72;O75145;O75334;E9PID5;F8VWR9;B4DEU8;H0YHK3;E7ETG6;B7Z663;O75145-2;B1N949;B1APN9;G3V200;O75334-2;J3KNM3;O75334-4;O75334-3,Liprin-alpha-1,PPFIA1,24.11147766,24.59115068,24.29719113,24.64185154,23.56546472,22.82762724,24.00453184,24.07537012,24.42008358,25.3810309,24.16061807,24.85171893,24.0752885,26.14612083,24.44512248,26.60808987,24.79882259,24.79233277,24.56005056
Q13148;Q13148-2;B1AKP7;G3V162;K7EJM5;K7EN94;Q13148-3;B4DJ45;K7EJ99;K7EL26,TAR DNA-binding protein 43,TARDBP,31.04446414,30.76057771,31.10074197,30.57352998,29.94865534,30.00744878,29.90483543,30.00343311,29.70295899,29.51641836,29.77781113,29.9554615,29.91127956,30.17390907,29.80501268,30.39048778,30.11619601,29.54381047,29.92507311
Q13151,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,31.35189727,31.23905402,31.15466526,31.15285359,30.57470323,30.6786706,31.06040067,30.5666518,30.65061507,31.05878912,31.09477795,30.71808325,30.60107374,31.70627328,30.96423423,31.57709191,30.97753295,31.04420355,30.95767699
Q13153;E9PM17;B3KNX7;Q13153-2;H0YCG5;H0YCM0,Serine/threonine-protein kinase PAK 1,PAK1,24.15576323,24.92061672,25.25522686,25.65025898,25.69027149,24.63023157,25.17500916,25.66757806,25.44199254,25.44808807,24.03749802,25.20702266,24.54055518,25.93517081,25.71526094,25.33711853,25.26549315,25.4434477,25.88611388
Q13155;A8MU58;F8WCL2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,28.48439134,28.2131741,28.08669037,28.75916533,28.63453772,28.39198351,28.81353902,28.69945506,28.65164178,28.91287897,27.82929304,29.52794471,28.69617481,28.6741138,29.30160204,28.47869446,28.02991654,29.22579873,28.25498368
Q13158,Protein FADD,FADD,27.84685044,27.60130403,27.31155335,28.02833642,27.7549995,27.62065802,27.87384847,27.40722095,27.13525916,27.13555274,26.30705986,26.88296986,27.57253648,26.93460855,27.36561293,27.77159112,26.41197912,26.40104759,27.55588884
Q13162;H7C3T4;A6NJJ0;A6NG45,Peroxiredoxin-4,PRDX4,27.57571327,27.44490139,27.71404266,27.37765934,26.82674999,27.05279124,27.48154571,27.50756154,27.58949434,27.88308643,28.25651415,28.06429963,27.79271753,28.54476868,27.75232194,28.78581362,28.18725812,28.14850839,27.99177812
Q13163;Q13163-2;Q13163-3;Q13163-4;H7BZL1;A6NK28,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K5,22.18607191,22.51895756,22.77573324,23.1805132,23.44632207,23.17247817,23.53623298,23.14587992,23.64196176,23.80626719,NA,22.88015073,23.06167575,23.01702722,23.64107978,NA,NA,23.61144272,NA
Q13164;Q13164-3;Q13164-2;C9JUK9;Q13164-4;J3KT61;I3L0J8,Mitogen-activated protein kinase 7,MAPK7,NA,NA,20.69344952,22.08472536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13177;H7C1X3,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,PAK2,30.28747021,30.54967872,30.52542651,30.62714488,30.46898113,30.5361218,30.65880835,30.54148601,30.56365498,30.79055972,30.66305732,30.60840718,31.19213532,31.12798627,31.15400124,31.1248475,30.51972101,30.76825016,31.0370188
Q13185;B8ZZ43;C9JMM0,Chromobox protein homolog 3,CBX3,30.61999374,30.7139116,30.77391891,30.59859138,30.44045275,30.56201773,30.2228544,30.1621895,30.59334667,30.4972419,30.80862259,30.26270945,30.34614811,31.37704906,30.43051747,31.74847222,31.10836505,30.41508207,30.78183356
Q13190;Q13190-2;F8W8Q9;Q13190-3;E9PNU4;B4DKR0;H7C3X5;E9PP18;E9PRW9;H0YEJ8,Syntaxin-5,STX5,24.21623075,24.12344701,24.1492646,24.24365283,23.30591256,24.99031798,24.57594404,23.84546325,24.53023153,23.65414388,24.05639296,23.83383514,24.6583453,25.06467995,23.7490895,25.52486258,23.28022591,24.40555025,24.73660301
Q13191;E7ENW2;B5MC15;Q13191-2;Q13191-3;Q68CY2;E9PHA9;C9JU85;C9JRB3;F5H4J9;Q13191-4,E3 ubiquitin-protein ligase CBL-B,CBLB,24.60257881,25.04818285,24.96380168,25.75294715,27.88745092,27.15383217,28.15001072,28.07428832,27.62149667,28.25696398,26.90380169,28.12168954,28.17321811,26.12852963,27.72162377,25.61228674,25.65485407,27.35976122,27.19159423
Q13200;E7EW34;E9PCS3;C9JPC0;H7C1H2;H7C2Q3;F8WBS8,26S proteasome non-ATPase regulatory subunit 2,PSMD2,30.71325613,30.83988613,30.79257791,31.11539001,31.08708255,30.8991551,30.95018605,31.21685518,31.07890071,31.15508766,30.99199431,31.29263506,31.3358054,32.07625867,31.47691921,32.26284944,31.83183161,31.29800007,31.98535873
Q13206;E9PIF2,Probable ATP-dependent RNA helicase DDX10,DDX10,26.98228792,26.84158162,26.83845916,26.77039431,26.85174275,27.03653417,26.81616649,27.10529567,27.41425554,26.83906016,27.16394153,27.39312987,26.849239,22.63770123,26.31047896,22.22811408,25.22486547,25.6792245,22.54961924
Q13217,DnaJ homolog subfamily C member 3,DNAJC3,NA,NA,NA,NA,25.38630379,25.19970349,25.74942203,26.13979317,25.89254356,26.16840556,26.1675062,26.14456583,26.04680994,25.29379296,25.9871547,25.11620592,25.95878898,25.92644241,26.04051114
Q13232;H3BPR2;H3BMQ7,Nucleoside diphosphate kinase 3;Nucleoside diphosphate kinase,NME3,27.20918144,27.27115138,27.06907209,27.09908707,26.08887508,25.80946003,26.23808601,25.68947189,25.91216517,25.60766669,24.1510469,25.68533354,25.48870291,24.34163826,24.89064317,24.71182617,23.9381359,24.96653256,24.81924005
Q13233,Mitogen-activated protein kinase kinase kinase 1,MAP3K1,NA,NA,NA,NA,24.22280375,NA,NA,23.30479915,24.54657281,23.7677957,NA,23.61997276,22.75164539,23.7365514,NA,23.84287666,24.36325838,NA,24.19053968
Q13242;H0YIB4,Serine/arginine-rich splicing factor 9,SRSF9,29.11867316,29.2115041,29.56429119,29.24327148,28.97421291,29.02746662,28.87955609,29.23144053,29.31654654,29.14009558,29.60821328,29.58430601,29.51585465,30.19683198,29.12659621,30.33756093,29.81428803,29.18302731,29.89219322
Q13243;Q13243-3;B4DJK0;B4DUA4;Q13243-2;G3V5K8,Serine/arginine-rich splicing factor 5,SRSF5,28.76138642,28.51465134,28.24916207,28.45669782,27.91256494,28.53304225,27.84756742,27.9280703,28.09863541,27.61266639,28.30721624,27.31605015,27.83984109,28.43694348,28.18536879,28.69142347,28.38981111,27.92002604,28.27284275
Q13247;Q13247-3;Q13247-2,Serine/arginine-rich splicing factor 6,SRSF6,30.82259276,30.93677204,31.10524571,30.70948137,29.98005544,30.09998998,29.96952727,30.15351813,30.19518989,29.98522299,31.24343039,30.10099255,30.31602857,30.90095509,29.90526594,31.01664262,30.57343969,30.23089108,30.38020114
Q13257;Q8IZX3,Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,24.48357668,22.45282036,24.67782758,23.65479946,25.73505394,23.91834355,24.83455862,25.91216517,25.93631713,24.31299039,28.14588769,27.99085894,27.71777284,28.8959672,28.16408543,28.60452422,29.33673131,27.3359438,29.05842788
Q13263;Q13263-2;M0R0K9;M0R3C0;M0R2I3,Transcription intermediary factor 1-beta,TRIM28,32.01557967,31.89276501,32.00323204,32.01783751,31.71624431,31.91352822,31.69249638,31.84254851,31.79184082,32.05109335,31.82570423,31.75170763,31.99755682,32.62444556,32.06663652,32.43633791,31.86500105,31.81852256,32.01677544
Q13277-2;Q13277;F8W9Y0;Q13277-3;E7ET77,Syntaxin-3,STX3,22.0658881,22.06065372,22.04303396,21.14233146,22.77665712,22.63056487,23.61862926,22.81458325,22.60614221,23.26140975,23.38205403,23.02922993,23.12453596,NA,24.27887989,NA,24.46120214,25.27717784,24.38935983
Q13283;F5H4D6;E5RIZ6;E5RH42;Q5HYE9;E5RJU8;E5RIF8;E5RI46;E5RH00,Ras GTPase-activating protein-binding protein 1,G3BP1,29.60252572,29.87257215,30.05362002,29.74019495,30.27497639,30.28449478,30.60328653,30.6357316,30.84228624,30.91591582,31.00497378,31.34064123,30.68779128,32.17215123,30.62818842,32.19762304,31.24411123,30.84393401,31.14776877
Q13287;C9JW17,N-myc-interactor,NMI,28.6397903,28.14350552,28.2172482,28.44051215,28.01637696,27.86100453,27.421256,27.90781763,28.2949587,27.74477257,28.15388048,28.39063127,28.0605424,30.09509246,28.23466433,30.41235877,28.9249882,28.48019785,29.60911205
Q13303;Q5TG81;Q5TG84;E7ESI4;Q5TG78;K7EIR5,Voltage-gated potassium channel subunit beta-2,KCNAB2,30.58978005,30.1279248,29.99253464,30.36045212,30.29230594,30.40618713,30.07060824,30.39744103,29.97500604,30.68503605,29.91013604,29.70176993,29.97350145,28.70143946,29.88313014,28.69733535,29.54890746,30.13760612,29.36250194
Q13303-2;Q13303-4;Q13303-3;Q5TG80;Q14722;Q14722-3;Q14722-2;C9JQ60;Q5TG79;F8W6W4;B7Z8E5;C9JBV8;K7EKU4,Voltage-gated potassium channel subunit beta-2,KCNAB2,NA,NA,25.59582384,25.84584606,23.74898717,24.0038459,23.9400196,23.55660522,22.63453634,22.06762868,24.14320382,NA,23.54874949,22.80323483,22.65291935,22.76407381,24.80631636,22.77717905,25.13249659
Q13310;Q13310-2;B1ANR0;Q13310-3;H0Y5F5;H0YCC8;H0YEU6;H0YEQ8;B1ANR1;H0Y6X6;H0YER0;P0CB38;J3KTH5,Polyadenylate-binding protein 4,PABPC4,27.76407888,28.03370176,28.16700844,28.32513064,28.25992935,28.49606106,28.28533293,28.79541412,29.18831979,28.48956828,29.27989838,29.64679273,28.86729349,30.11731125,28.93182215,30.19518989,28.7703628,28.4754124,29.30769396
Q13315;E9PIN0;E9PIQ5;M0QXY8;H0YCK8;E9PRG7;H0YCZ1;H0YDU7;H0YEC6,Serine-protein kinase ATM,ATM,31.61649248,31.77925236,31.85285166,31.5461864,30.53306082,31.59610474,31.43762816,30.30812811,31.25996301,31.72639054,29.98535873,29.52602381,30.50493173,28.63889319,30.48625334,27.28312623,27.80550478,30.20652904,28.55387668
Q13325;B4DDV1,Interferon-induced protein with tetratricopeptide repeats 5,IFIT5,26.84134167,26.7745474,26.81470058,27.04520657,26.89850655,27.48177665,26.69723591,27.14267813,26.96642254,27.36686378,27.04614382,26.99647297,27.17464732,24.99614968,26.93988513,22.75940791,25.36803027,26.30697297,25.18389339
Q13330;Q13330-3;E7ESY4;H0Y4T7;Q13330-2;F8VSM3;F8W9Y9;F8VPC5;H7C3F3;H0YIT0;E9PF88;C9JJM0;H0YIV8,Metastasis-associated protein MTA1,MTA1,27.59391651,27.94904513,27.81708193,27.98798953,27.81433388,27.71227236,27.61645742,27.7064215,27.72155859,28.07035233,27.07030114,27.95919816,27.72299197,26.68912526,28.18253014,25.90735923,26.97443175,27.57260876,26.34523034
Q13347;Q5TFK1,Eukaryotic translation initiation factor 3 subunit I,EIF3I,29.73047773,29.93887622,30.04139922,30.15230964,30.22331485,30.23671831,30.04778255,30.35194991,30.23774421,30.11272083,30.5611984,30.3779282,30.08600697,31.18340599,30.29087889,31.2796881,30.953312,30.45424817,31.1026828
Q13356;Q13356-2;E7EW80;H7C2D2;C9JDF0,Peptidyl-prolyl cis-trans isomerase-like 2;Peptidyl-prolyl cis-trans isomerase,PPIL2,27.17959099,27.48723137,27.34443476,26.89365482,26.90735923,27.19901073,27.00270911,26.92773131,27.12602996,27.00667329,26.01009301,27.09174254,27.14627624,26.8046435,27.30990678,26.66180093,26.34741172,27.3321065,26.41744617
Q13362;Q13362-3;Q13362-2;H0YJ75;F5GWP3;Q96B13;G3V2U3;H0YN84;H0YJU0;H0YJ49;H0YJZ3;G3V5T2;H0YK25;H0YNR8,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,PPP2R5C,22.42935974,NA,NA,22.66294734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q13362-4;G3V292;H0YK26,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,PPP2R5C,27.47753694,27.55391329,27.73369715,27.66560071,28.06543002,27.96493651,27.75257716,28.30125315,28.40239011,28.66841018,26.20849322,28.16134874,28.61185776,26.96013772,28.10249509,26.58820794,26.33038065,27.48154571,26.92082113
Q13363;Q13363-2;D6RAX2;E7ESU7;E7EPF8;E9PGB1;H0Y8W7;P56545-2;H0Y9M9;P56545;Q5SQP8;H0Y8U5;E7EUB3,C-terminal-binding protein 1,CTBP1,30.02022432,29.910422,29.77443744,29.89530277,29.80433578,29.89729515,29.96306302,29.99307478,29.6509745,30.25777332,29.19537765,29.16084404,29.80785528,29.89333658,29.68199084,30.06020738,29.21333636,29.6748883,29.5081096
Q13370;B7ZM37,"cGMP-inhibited 3,5-cyclic phosphodiesterase B",PDE3B,25.60792061,25.77140222,25.68495917,24.94373495,25.34556876,25.3116746,25.02259132,25.86041261,25.80919014,25.50282064,24.29151135,25.50072544,26.63422611,23.30702511,25.87175882,24.51743247,24.46076484,26.30073839,24.51261847
Q13371;H0Y5D3;H0Y3M0,Phosducin-like protein,PDCL,NA,NA,NA,NA,20.37485694,22.69423629,20.36858319,21.37464472,20.56625476,NA,22.16852033,20.68935991,20.93940991,23.26083571,20.95851024,23.96013772,24.51231706,22.09235971,23.31644727
Q13395,Probable methyltransferase TARBP1,TARBP1,24.52516138,25.33005576,25.19321221,25.39950012,24.75964157,24.45456588,25.31108557,24.78521497,25.3188277,25.24030804,22.95762496,24.47314536,24.31319804,24.10117294,24.95969565,23.19568459,24.31989589,24.02276062,24.21341516
Q13404;Q13404-7;Q13404-2;Q13404-1;G3V2F7;Q13404-8;Q13404-6;D6RG00,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1;TMEM189,30.46002268,30.47256836,30.24229494,30.99745588,30.65625294,30.79838384,30.24547194,30.57803728,30.76943299,30.36066142,29.85676693,30.2015134,30.16482873,31.09603558,30.03957022,31.30926715,30.28007543,30.02696559,30.47836659
Q13405;H0YDP7;E9PNF1;E9PI78,"39S ribosomal protein L49, mitochondrial",MRPL49,26.68712383,27.02749299,26.85364746,26.69165642,26.67209143,26.8148228,26.03246214,27.14744127,27.0305481,27.10049135,26.73078542,27.05165089,27.7430396,27.48500588,27.17911638,27.95465755,27.0517546,27.42117573,27.15131792
Q13409-3;Q13409-2;Q13409;Q13409-6;B7ZA04;F8W8S0;Q13409-5;E7EV09;E7EQL5;E7EQU2;E7ETL8;E7ESD3;E7EMU4;E7ET01;E9PGG1;E7EUM4;E7ERR6;E7ERH4;E7EU01;E5RFE1;C9J3E7;E5RJ75,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,28.63809912,28.3240148,28.33483629,28.28669939,27.63401834,27.59284787,27.53912082,27.63318693,27.59697555,27.32534512,28.12553739,27.69597577,27.80568927,28.39116412,27.74111164,28.86958965,28.79792023,27.51555391,28.1850379
Q13415,Origin recognition complex subunit 1,ORC1,NA,NA,NA,NA,NA,NA,NA,21.9560301,22.84429507,23.01428819,22.28489186,26.00810629,24.58646233,22.1755727,25.09135919,22.36709049,NA,24.98285365,21.87852396
Q13416;B8ZZ80;C9JK08,Origin recognition complex subunit 2,ORC2,23.94735157,25.07724602,24.98172196,25.69853469,25.83033319,25.32282075,26.76471167,25.51463629,25.68477194,25.24984925,23.88072994,23.04934671,25.57701085,24.4880593,25.72679004,24.00101297,24.73737692,25.33022677,23.95251518
Q13418;B7Z418;B7Z1I0;E9PM54;E9PNR4;E9PQ52;E9PQ27,Integrin-linked protein kinase,ILK,26.67694037,26.74342488,26.83809845,27.06712396,26.57945866,26.47566751,26.76471167,26.36959522,26.44139107,27.09002679,26.1911612,27.395665,27.49304746,27.35808493,27.92987692,27.11941548,26.81738694,28.05548303,27.18158268
Q13422;Q13422-7;Q13422-4;Q13422-3;Q13422-5;Q69BM4;Q13422-6,DNA-binding protein Ikaros,IKZF1;ZNFN1A1,27.69796496,28.51529072,28.42430304,27.99194026,27.74021104,28.10973542,28.05930501,27.44600648,27.65259938,27.17683604,28.26015375,28.10444607,28.02865258,28.83131821,28.31207293,29.17378996,28.61883926,28.74570238,28.46901996
Q13422-2;E9PCY1;Q3T907,DNA-binding protein Ikaros,IKZF1,25.35114117,25.55716053,25.76501531,25.80756974,26.09230728,26.81872825,26.44118524,25.62282355,25.19715549,26.10429609,25.67502968,23.31865534,26.14639279,25.84861836,25.8727688,25.97175964,24.74422081,26.00142108,25.26069217
Q13423;E9PCX7;D6RAI5;D6RHU2;H0Y8P5;D6RCR6,"NAD(P) transhydrogenase, mitochondrial",NNT,31.75803761,31.60920013,31.77262179,31.55599851,30.57307847,31.05154718,30.70462533,30.30018416,30.29219622,30.83605267,29.15788442,30.16098826,30.4149813,28.88031541,30.50037974,28.29946377,28.25867206,30.12521713,29.12625156
Q13425;Q13425-2;H0YCS0;J3KT21,Beta-2-syntrophin,SNTB2,23.95411393,23.05670717,23.17151645,23.33292598,23.41531987,23.3528592,23.27838366,23.90683189,24.09740013,23.96675257,NA,23.27554483,23.99204835,23.30173285,23.83441395,23.70714593,NA,23.39296616,23.8110783
Q13426;Q13426-3;Q13426-2,DNA repair protein XRCC4,XRCC4,25.39460242,25.110562,26.2178953,25.59704662,26.15965611,25.86669825,26.12285485,26.57341802,26.04358055,26.4432896,26.63961782,26.66817344,26.2522518,26.97037784,26.89942884,27.05040585,26.73143298,26.81592228,26.64402679
Q13427;Q13427-2;C9JM79;E9PG73;C9JN15;C9JT64;C9J679,Peptidyl-prolyl cis-trans isomerase G;Peptidyl-prolyl cis-trans isomerase,PPIG,28.44774134,28.47367182,28.34426543,28.31406291,27.82152877,28.18082427,27.73350322,28.09637496,27.77862592,27.30869232,27.59263405,27.30425954,27.72090658,24.64443944,27.29079102,24.18744692,27.3666137,26.83364215,24.25904038
Q13428-3;Q13428;Q13428-8;Q13428-4;E9PHK9;Q13428-2,Treacle protein,TCOF1,30.31635232,30.58852965,30.7503105,30.66008435,29.76825016,29.77409177,29.8210269,29.54428966,29.85445025,29.67001555,29.20739044,29.5247916,29.46744656,30.09697809,29.18510881,30.27430997,29.81831684,29.07834088,29.71253477
Q13432;Q13432-2;K7EN86;C9JSK0;K7EJU3;J3QQT8,Protein unc-119 homolog A,UNC119,NA,21.37750711,NA,NA,23.48136094,23.71009257,23.0776698,24.28883905,24.1647664,24.30256976,24.15383217,24.23615262,24.24655505,26.09047106,24.59832516,26.3209805,26.17928726,25.46945477,25.26097924
