biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
P07204,P07204,NA,C,NA,canonical,0.999,0,174,0.208,6,NA,NA,NA,NA,NA,NA,NA,NA,P07204,1091,2,NA,NA,NA,nP20K \PName=Thrombomodulin isoform Iso 1 \GName=THBD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=575 \SV=2 \EV=248 \PE=1 \ModResPsi=(137|MOD:00798|half cystine)(158|MOD:00798|half cystine)(245|MOD:00798|half cystine)(256|MOD:00798|half cystine)(252|MOD,Homo sapiens,THBD
O95881,O95881,NA,C,NA,canonical,0.999,0,36,0.082,6,NA,NA,NA,NA,NA,NA,NA,NA,O95881,945,12,NA,NA,NA,nP20K \PName=Thioredoxin domain-containing protein 12 isoform Iso 1 \GName=TXNDC12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=172 \SV=1 \EV=186 \PE=1 \ModResPsi=(66|MOD:00798|half cystine)(69|MOD:00798|half cystine) \VariantSimple=(3|M)(3|R)(3|S)(5|L)(,Homo sapiens,TXNDC12
Q9UGI8,Q9UGI8,NA,C,NA,canonical,0.999,0,10,0.009,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9UGI8,4028,11,NA,NA,NA,nP20K \PName=Testin isoform Iso 1 \GName=TES \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=421 \SV=1 \EV=185 \PE=1 \ModResPsi=(71|MOD:00134|N6-glycyl-L-lysine)(102|MOD:00134|N6-glycyl-L-lysine)(105|MOD:00046|O-phospho-L-serine)(108|MOD:00047|O-phospho-L-t,Homo sapiens,TES
Q9NT68,Q9NT68,NA,C,NA,canonical,0.999,0,8,0.001,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9NT68,3874,37,NA,NA,NA,nP20K \PName=Teneurin-2 isoform Iso 1 \GName=TENM2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2774 \SV=3 \EV=159 \PE=1 \ModResPsi=(90|MOD:00046|O-phospho-L-serine)(124|MOD:00046|O-phospho-L-serine)(155|MOD:00047|O-phospho-L-threonine)(157|MOD:00046|O-p,Homo sapiens,TENM2
Q92804,Q92804,NA,C,NA,canonical,0.999,0,22,0.015,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=TATA-binding protein-associated factor 2N isoform Long \GName=TAF15 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=592 \SV=1 \EV=220 \PE=1 \ModResPsi=(78|MOD:00048|O4'-phospho-L-tyrosine)(93|MOD:00300|L-glutamyl-5-poly(ADP-ribose))(97|MOD:0004,Homo sapiens,TAF15
Q9UQF0,Q9UQF0,NA,C,NA,canonical,0.999,0,44,0.048,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Syncytin-1 isoform Iso 1 \GName=ERVW-1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=538 \SV=1 \EV=164 \PE=1 \ModResPsi=(186|MOD:00798|half cystine)(189|MOD:00798|half cystine)(186|MOD:00798|half cystine)(405|MOD:00798|half cystine)(397|MOD:0,Homo sapiens,ERVW-1
Q92922,Q92922,NA,C,NA,canonical,0.999,0,586,0.246,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=SWI/SNF complex subunit SMARCC1 isoform Iso 1 \GName=SMARCC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1105 \SV=3 \EV=214 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(12|MOD:00047|O-phospho-L-threonine)(179|MOD:00134|N6-glycyl-L-lysi,Homo sapiens,SMARCC1
Q9UBS9,Q9UBS9,NA,C,NA,canonical,0.999,0,16,0.006,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9UBS9,4012,8,NA,NA,NA,nP20K \PName=SUN domain-containing ossification factor isoform Iso 1 \GName=SUCO \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1254 \SV=1 \EV=149 \PE=1 \ModResPsi=(769|MOD:00046|O-phospho-L-serine)(770|MOD:00046|O-phospho-L-serine)(1055|MOD:00046|O-phosph,Homo sapiens,SUCO
P24347,P24347,NA,C,NA,canonical,0.999,0,216,0.204,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Stromelysin-3 isoform Iso 1 \GName=MMP11 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=488 \SV=3 \EV=207 \PE=1 \ModResPsi=(294|MOD:00798|half cystine)(480|MOD:00798|half cystine) \VariantSimple=(2|D)(2|S)(3|A)(3|L)(3|T)(5|P)(5|T)(6|C)(6|S)(7|,Homo sapiens,MMP11
Q9UEW8,Q9UEW8,NA,C,NA,canonical,0.999,0,23,0.022,6,NA,NA,NA,NA,NA,NA,NA,NA,O95747,930,29,NA,NA,NA,nP20K \PName=STE20/SPS1-related proline-alanine-rich protein kinase isoform Iso 1 \GName=STK39 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=545 \SV=3 \EV=203 \PE=1 \ModResPsi=(83|MOD:00134|N6-glycyl-L-lysine)(231|MOD:00047|O-phospho-L-threonine)(235|MOD:,Homo sapiens,STK39
Q01081,Q01081,NA,C,NA,canonical,0.999,0,13,0.027,6,NA,NA,NA,NA,NA,NA,NA,NA,Q01081,2127,25,NA,NA,NA,"nP20K \PName=Splicing factor U2AF 35 kDa subunit isoform Iso 1 \GName=U2AF1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=240 \SV=3 \EV=237 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(39|MOD:00084|N6,N6-dimethyl-L-lysine)(39|MOD:00085|N6-methyl-L-ly",Homo sapiens,U2AF1
Q15428,Q15428,NA,C,NA,canonical,0.999,0,7,0.011,6,NA,NA,NA,NA,NA,NA,NA,NA,Q15428,2456,4,NA,NA,NA,nP20K \PName=Splicing factor 3A subunit 2 isoform Iso 1 \GName=SF3A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=464 \SV=2 \EV=194 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(10|MOD:00064|N6-acetyl-L-lysine)(10|MOD:00134|N6-glycyl-L-lysine)(13|,Homo sapiens,SF3A2
Q9UNH7,Q9UNH7,NA,C,NA,canonical,0.999,0,24,0.025,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9UNH7,4122,20,NA,NA,NA,nP20K \PName=Sorting nexin-6 isoform Iso 1 \GName=SNX6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=406 \SV=1 \EV=189 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(2|MOD:00058|N-acetyl-L-methionine)(60|MOD:00134|N6-glycyl-L-lysine)(116|MOD:00046|O,Homo sapiens,SNX6
Q13596,Q13596,NA,C,NA,canonical,0.999,0,1303,1.138,6,NA,NA,NA,NA,NA,NA,NA,NA,P80108,2090,31,NA,NA,NA,nP20K \PName=Sorting nexin-1 isoform Iso 1 \GName=SNX1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=522 \SV=3 \EV=203 \PE=1 \ModResPsi=(25|MOD:00046|O-phospho-L-serine)(32|MOD:00046|O-phospho-L-serine)(39|MOD:00046|O-phospho-L-serine)(41|MOD:00047|O-phos,Homo sapiens,SNX1
P62316,P62316,NA,C,NA,canonical,0.999,0,15,0.043,6,NA,NA,NA,NA,NA,NA,NA,NA,P62316,2030,4,NA,NA,NA,nP20K \PName=Small nuclear ribonucleoprotein Sm D2 isoform Iso 1 \GName=SNRPD2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=118 \SV=1 \EV=188 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(6|MOD:00134|N6-glycyl-L-lysine)(8|MOD:00134|N6-glycyl-L-lysine),Homo sapiens,SNRPD2
P62306,P62306,NA,C,NA,canonical,0.999,0,7,0.04,6,NA,NA,NA,NA,NA,NA,NA,NA,P62306,2025,3,NA,NA,NA,nP20K \PName=Small nuclear ribonucleoprotein F isoform Iso 1 \GName=SNRPF \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=86 \SV=1 \EV=169 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(8|MOD:00134|N6-glycyl-L-lysine)(17|MOD:00134|N6-glycyl-L-lysine)(24|M,Homo sapiens,SNRPF
Q9BSF0,Q9BSF0,NA,C,NA,canonical,0.999,0,25,0.095,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9BSF0,3543,2,NA,NA,NA,nP20K \PName=Small membrane A-kinase anchor protein isoform Iso 1 \GName=C2orf88 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=95 \SV=2 \EV=130 \PE=1 \ModResPsi=(2|MOD:00068|N-myristoylglycine)(3|MOD:00115|S-palmitoyl-L-cysteine)(40|MOD:00046|O-phospho-L-,Homo sapiens,C2ORF88
O43765,O43765,NA,C,NA,canonical,0.999,0,30,0.049,6,NA,NA,NA,NA,NA,NA,NA,NA,O43765,692,10,NA,NA,NA,nP20K \PName=Small glutamine-rich tetratricopeptide repeat-containing protein alpha isoform Iso 1 \GName=SGTA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=313 \SV=1 \EV=208 \PE=1 \ModResPsi=(77|MOD:00046|O-phospho-L-serine)(81|MOD:00047|O-phospho-L-threo,Homo sapiens,SGTA
Q04837,Q04837,NA,C,NA,canonical,0.999,0,29,0.073,6,NA,NA,NA,NA,NA,NA,NA,NA,Q04837,2173,19,NA,NA,NA,"nP20K \PName=Single-stranded DNA-binding protein, mitochondrial isoform Iso 1 \GName=SSBP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=148 \SV=1 \EV=212 \PE=1 \ModResPsi=(51|MOD:00134|N6-glycyl-L-lysine)(67|MOD:00046|O-phospho-L-serine)(70|MOD:00046|O-p",Homo sapiens,SSBP1
Q9BWM7,Q9BWM7,NA,C,NA,canonical,0.999,0,6,0.007,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9H9B4,3750,27,NA,NA,NA,nP20K \PName=Sideroflexin-3 isoform Iso 1 \GName=SFXN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=321 \SV=3 \EV=161 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(71|MOD:00134|N6-glycyl-L-lysine)(169|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(,Homo sapiens,SFXN3
Q9Y336,Q9Y336,NA,C,NA,canonical,0.999,0,1179,1.409,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Sialic acid-binding Ig-like lectin 9 isoform Iso 1 \GName=SIGLEC9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=463 \SV=2 \EV=190 \PE=1 \ModResPsi=(36|MOD:00798|half cystine)(170|MOD:00798|half cystine)(41|MOD:00798|half cystine)(102|MOD:0079,Homo sapiens,SIGLEC9
Q9BXP5,Q9BXP5,NA,C,NA,canonical,0.999,0,10,0.005,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9BXP5,3601,27,NA,NA,NA,nP20K \PName=Serrate RNA effector molecule homolog isoform Iso 1 \GName=SRRT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=876 \SV=1 \EV=178 \PE=1 \ModResPsi=(2|MOD:00055|N-acetylglycine)(4|MOD:00046|O-phospho-L-serine)(8|MOD:00048|O4'-phospho-L-tyrosine),Homo sapiens,SRRT
Q14738,Q14738,NA,C,NA,canonical,0.999,0,11,0.008,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform isoform Delta-1 \GName=PPP2R5D \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=602 \SV=1 \EV=218 \PE=1 \ModResPsi=(54|MOD:00046|O-phospho-L-serine)(55|MOD:00046|O-p,Homo sapiens,PPP2R5D
Q13043,Q13043,NA,C,NA,canonical,0.999,0,17,0.014,6,NA,NA,NA,NA,NA,NA,NA,NA,Q13043,2253,39,NA,NA,NA,nP20K \PName=Serine/threonine-protein kinase 4 isoform Iso 1 \GName=STK4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=487 \SV=2 \EV=222 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(3|MOD:00047|O-phospho-L-threonine)(82|MOD:00046|O-phospho-L-serin,Homo sapiens,STK4
O94804,O94804,NA,C,NA,canonical,0.999,0,25,0.012,6,NA,NA,NA,NA,NA,NA,NA,NA,O94804,863,11,NA,NA,NA,nP20K \PName=Serine/threonine-protein kinase 10 isoform Iso 1 \GName=STK10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=968 \SV=1 \EV=205 \PE=1 \ModResPsi=(13|MOD:00046|O-phospho-L-serine)(20|MOD:00046|O-phospho-L-serine)(185|MOD:00047|O-phospho-L-threon,Homo sapiens,STK10
Q16629,Q16629,NA,C,NA,canonical,0.999,0,73,0.151,6,NA,NA,NA,NA,NA,NA,NA,NA,P84103,2106,15,NA,NA,NA,nP20K \PName=Serine/arginine-rich splicing factor 7 isoform Iso 1 \GName=SRSF7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=238 \SV=1 \EV=231 \PE=1 \ModResPsi=(12|MOD:00134|N6-glycyl-L-lysine)(24|MOD:00134|N6-glycyl-L-lysine)(24|MOD:00064|N6-acetyl-L-lys,Homo sapiens,SRSF7
Q01130,Q01130,NA,C,NA,canonical,0.999,0,27,0.068,6,NA,NA,NA,NA,NA,NA,NA,NA,Q01130,2130,14,NA,NA,NA,nP20K \PName=Serine/arginine-rich splicing factor 2 isoform Iso 1 \GName=SRSF2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=221 \SV=4 \EV=245 \PE=1 \ModResPsi=(2|MOD:00046|O-phospho-L-serine)(2|MOD:00060|N-acetyl-L-serine)(15|MOD:00046|O-phospho-L-serine,Homo sapiens,SRSF2
O75494,O75494,NA,C,NA,canonical,0.999,0,21,0.048,6,NA,NA,NA,NA,NA,NA,NA,NA,O75494,806,19,NA,NA,NA,nP20K \PName=Serine/arginine-rich splicing factor 10 isoform Iso 1 \GName=SRSF10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=262 \SV=1 \EV=211 \PE=1 \ModResPsi=(21|MOD:00047|O-phospho-L-threonine)(23|MOD:00046|O-phospho-L-serine)(40|MOD:00048|O4'-phosph,Homo sapiens,SRSF10
P58062,P58062,NA,C,NA,canonical,0.999,0,25,0.142,6,NA,NA,NA,NA,NA,NA,NA,NA,P58062,1950,3,NA,NA,NA,nP20K \PName=Serine protease inhibitor Kazal-type 7 isoform Iso 1 \GName=SPINK7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=85 \SV=1 \EV=156 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(67|MOD:00798|half cystine)(45|MOD:00798|half cystine)(64|MOD:00798|,Homo sapiens,SPINK7
Q99611,Q99611,NA,C,NA,canonical,0.999,0,8,0.011,6,NA,NA,NA,NA,NA,NA,NA,NA,Q99611,3479,15,NA,NA,NA,"nP20K \PName=Selenide, water dikinase 2 isoform Iso 1 \GName=SEPHS2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=448 \SV=3 \EV=180 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(46|MOD:00046|O-phospho-L-serine)(97|MOD:00046|O-phospho-L-serine)(109|MOD",Homo sapiens,SEPHS2
Q96PL1,Q96PL1,NA,C,NA,canonical,0.999,0,67,0.254,6,NA,NA,NA,NA,NA,NA,NA,NA,Q96PL1,3420,2,NA,NA,NA,nP20K \PName=Secretoglobin family 3A member 2 isoform Iso 1 \GName=SCGB3A2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=93 \SV=1 \EV=141 \PE=1 \ModResPsi=(70|MOD:00798|half cystine)(70|MOD:00798|half cystine) \VariantSimple=(3|P)(3|V)(4|I)(5|I)(5|P)(6|M),Homo sapiens,SCGB3A2
P0DP57,P0DP57,NA,C,NA,canonical,0.999,0,168,0.954,6,NA,NA,NA,NA,NA,NA,NA,NA,P0DP57,1185,8,NA,NA,NA,nP20K \PName=Secreted Ly-6/uPAR domain-containing protein 2 isoform Iso 1 \GName=SLURP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=97 \SV=1 \EV=35 \PE=1 \ModResPsi=(25|MOD:00798|half cystine)(47|MOD:00798|half cystine)(28|MOD:00798|half cystine)(34|MOD,Homo sapiens,SLURP2
P82979,P82979,NA,C,NA,canonical,0.999,0,25,0.057,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=SAP domain-containing ribonucleoprotein isoform Iso 1 \GName=SARNP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=210 \SV=3 \EV=187 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(10|MOD:00064|N6-acetyl-L-lysine)(60|MOD:00047|O-phospho-L-thr,Homo sapiens,SARNP
Q9UKM9,Q9UKM9,NA,C,NA,canonical,0.999,0,10,0.013,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=RNA-binding protein Raly isoform Iso 2 \GName=RALY \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=306 \SV=1 \EV=199 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(4|MOD:00134|N6-glycyl-L-lysine)(4|MOD:00134|N6-glycyl-L-lysine)(44|MOD:00134|N,Homo sapiens,RALY
P98179,P98179,NA,C,NA,canonical,0.999,0,29,0.073,6,NA,NA,NA,NA,NA,NA,NA,NA,P98179,2115,21,NA,NA,NA,nP20K \PName=RNA-binding protein 3 isoform Iso 1 \GName=RBM3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=157 \SV=1 \EV=180 \PE=1 \ModResPsi=(33|MOD:00046|O-phospho-L-serine)(47|MOD:00658|methylated arginine)(47|MOD:00078|omega-N-methyl-L-arginine)(87|MO,Homo sapiens,RBM3
Q9Y3A5,Q9Y3A5,NA,C,NA,canonical,0.999,0,56,0.075,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y3A5,4200,10,NA,NA,NA,nP20K \PName=Ribosome maturation protein SBDS isoform Iso 1 \GName=SBDS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=250 \SV=4 \EV=201 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(5|MOD:00047|O-phospho-L-threonine)(62|MOD:00134|N6-glycyl-L-lysine)(77,Homo sapiens,SBDS
O76021,O76021,NA,C,NA,canonical,0.999,0,64,0.066,6,NA,NA,NA,NA,NA,NA,NA,NA,O76021,852,22,NA,NA,NA,nP20K \PName=Ribosomal L1 domain-containing protein 1 isoform Iso 1 \GName=RSL1D1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=490 \SV=3 \EV=192 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(4|MOD:00046|O-phospho-L-serine)(17|MOD:00047|O-phospho-L,Homo sapiens,RSL1D1
P84095,P84095,NA,C,NA,canonical,0.999,0,86,0.177,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Rho-related GTP-binding protein RhoG isoform Iso 1 \GName=RHOG \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=191 \SV=1 \EV=173 \PE=1 \ModResPsi=(32|MOD:00048|O4'-phospho-L-tyrosine)(35|MOD:00047|O-phospho-L-threonine)(39|MOD:00236|N4-(ADP-rib,Homo sapiens,RHOG
P50120,P50120,NA,C,NA,canonical,0.999,0,87,0.282,6,NA,NA,NA,NA,NA,NA,NA,NA,P50120,1798,4,NA,NA,NA,nP20K \PName=Retinol-binding protein 2 isoform Iso 1 \GName=RBP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=134 \SV=3 \EV=181 \PE=1 \ModRes=(6||N-linked (GlcNAc...) asparagine) \VariantSimple=(4|E)(4|H)(4|N)(6|Y)(7|E)(8|I)(9|*)(9|R)(10|*)(10|K)(11|I)(1,Homo sapiens,RBP2
Q9HD89,Q9HD89,NA,C,NA,canonical,0.999,0,265,0.859,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9HD89,3795,3,NA,NA,NA,nP20K \PName=Resistin isoform Iso 1 \GName=RETN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=108 \SV=1 \EV=161 \PE=1 \ModResPsi=(22|MOD:00798|half cystine)(22|MOD:00798|half cystine)(51|MOD:00798|half cystine)(104|MOD:00798|half cystine)(63|MOD:00798|hal,Homo sapiens,RETN
P61020,P61020,NA,C,NA,canonical,0.999,0,40,0.083,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related protein Rab-5B isoform Iso 1 \GName=RAB5B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=215 \SV=1 \EV=177 \PE=1 \ModResPsi=(2|MOD:00061|N-acetyl-L-threonine)(84|MOD:00046|O-phospho-L-serine)(123|MOD:00046|O-phospho-L-serine)(134|M,Homo sapiens,RAB5B
P20339,P20339,NA,C,NA,canonical,0.999,0,35,0.072,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related protein Rab-5A isoform Iso 1 \GName=RAB5A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=215 \SV=2 \EV=233 \PE=1 \ModResPsi=(84|MOD:00046|O-phospho-L-serine)(123|MOD:00046|O-phospho-L-serine)(134|MOD:00134|N6-glycyl-L-lysine)(212|M,Homo sapiens,RAB5A
Q9UL25,Q9UL25,NA,C,NA,canonical,0.999,0,17,0.03,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ras-related protein Rab-21 isoform Iso 1 \GName=RAB21 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=225 \SV=3 \EV=202 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(51|MOD:00047|O-phospho-L-threonine)(55|MOD:00046|O-phospho-L-serine)(149|M,Homo sapiens,RAB21
Q9UN86,Q9UN86,NA,C,NA,canonical,0.999,0,16,0.015,6,NA,NA,NA,NA,NA,NA,NA,NA,Q13283,2277,63,NA,NA,NA,nP20K \PName=Ras GTPase-activating protein-binding protein 2 isoform A \GName=G3BP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=482 \SV=2 \EV=208 \PE=1 \ModResPsi=(25|MOD:00134|N6-glycyl-L-lysine)(67|MOD:00046|O-phospho-L-serine)(76|MOD:00134|N6-glycyl-,Homo sapiens,G3BP2
P20936,P20936,NA,C,NA,canonical,0.999,0,20,0.009,6,NA,NA,NA,NA,NA,NA,NA,NA,P20936,1391,11,NA,NA,NA,nP20K \PName=Ras GTPase-activating protein 1 isoform Iso 1 \GName=RASA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1047 \SV=1 \EV=245 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(418|MOD:00046|O-phospho-L-serine)(460|MOD:00048|O4'-phospho-L-tyr,Homo sapiens,RASA1
O43504,O43504,NA,C,NA,canonical,0.999,0,23,0.104,6,NA,NA,NA,NA,NA,NA,NA,NA,O43504,666,6,NA,NA,NA,nP20K \PName=Ragulator complex protein LAMTOR5 isoform Iso 1 \GName=LAMTOR5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=91 \SV=1 \EV=175 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(17|MOD:00046|O-phospho-L-serine)(26|MOD:00046|O-phospho-L-serin,Homo sapiens,LAMTOR5
Q6IAA8,Q6IAA8,NA,C,NA,canonical,0.999,0,22,0.055,6,NA,NA,NA,NA,NA,NA,NA,NA,Q6IAA8,2705,22,NA,NA,NA,nP20K \PName=Ragulator complex protein LAMTOR1 isoform Iso 1 \GName=LAMTOR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=161 \SV=2 \EV=150 \PE=1 \ModResPsi=(2|MOD:00068|N-myristoylglycine)(20|MOD:00134|N6-glycyl-L-lysine)(26|MOD:00046|O-phospho-L-serine),Homo sapiens,LAMTOR1
Q96QU1,Q96QU1,NA,C,NA,canonical,0.999,0,10,0.003,6,NA,NA,NA,NA,NA,NA,NA,NA,Q96QU1,3433,31,NA,NA,NA,nP20K \PName=Protocadherin-15 isoform Iso 1 \GName=PCDH15 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1955 \SV=2 \EV=188 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(120|MOD:00798|half cystine) \ModRes=(52||N-linked (GlcNAc...) asparagine)(97||N-linked,Homo sapiens,PCDH15
O60330,O60330,NA,C,NA,canonical,0.999,0,11,0.007,6,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Protocadherin gamma-A12 isoform Iso 1 \GName=PCDHGA12 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=932 \SV=1 \EV=173 \PE=1 \ModRes=(265||N-linked (GlcNAc...) asparagine)(419||N-linked (GlcNAc...) asparagine)(545||N-linked (GlcNAc...) asparag,Homo sapiens,PCDHGA12
P04271,P04271,NA,C,NA,canonical,0.999,0,37,0.21,6,NA,NA,NA,NA,NA,NA,NA,NA,P04271,1040,2,NA,NA,NA,nP20K \PName=Protein S100-B isoform Iso 1 \GName=S100B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=92 \SV=2 \EV=222 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine) \ModRes=(2||Blocked amino end (Ser)) \VariantSimple=(7|T)(7|V)(8|V)(9|A)(12|T)(13|G)(13|,Homo sapiens,S100B
Q9HCY8,Q9HCY8,NA,C,NA,canonical,0.999,0,90,0.292,6,NA,NA,NA,NA,NA,NA,NA,NA,Q9HCY8,3791,11,NA,NA,NA,nP20K \PName=Protein S100-A14 isoform Iso 1 \GName=S100A14 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=104 \SV=1 \EV=170 \PE=1 \ModResPsi=(83|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|A)(2|R)(2|V)(5|G)(5|L)(5|Q)(5|W)(7|D)(7|G)(7|V)(8|I)(8|K)(8|S)(,Homo sapiens,S100A14
Q96M27,Q96M27,NA,C,NA,canonical,0.999,0,17,0.026,6,NA,NA,NA,NA,NA,NA,NA,NA,Q96M27,3400,14,NA,NA,NA,nP20K \PName=Protein PRRC1 isoform Iso 1 \GName=PRRC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=445 \SV=1 \EV=145 \PE=1 \ModResPsi=(9|MOD:00047|O-phospho-L-threonine)(10|MOD:00047|O-phospho-L-threonine)(14|MOD:00047|O-phospho-L-threonine)(67|MOD:00783,Homo sapiens,PRRC1
